charge_power_0,charge_power_1,charge_power_2,charge_power_3,charge_power_4,charge_power_5,charge_power_6,final_load_0,final_load_1,final_load_2,final_load_3,final_load_4,final_load_5,final_load_6,baseload_0,baseload_1,baseload_2,baseload_3,baseload_4,baseload_5,baseload_6,prices,carbon_intensity,co2_eval,co2_eval_no_batt,price_eval,price_eval_no_batt
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7616833333333333,9.833333084922426e-08,1.780216666666666,0.3822333333333333,9.833333084922426e-08,0.8525833333333337,0.9182333333333336,1.7616833333333333,9.833333084922426e-08,1.780216666666666,0.3822333333333333,9.833333084922426e-08,0.8525833333333337,0.9182333333333336,0.22,0.1707244126403808,0.9722670273421368,0.9722670273421368,1.2528890432666655,1.2528890432666655
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6907833333333332,9.999999747378741e-08,1.4057500000000005,0.3328666666666666,9.999999747378741e-08,0.8959000000000001,0.8362833333333348,0.6907833333333332,9.999999747378741e-08,1.4057500000000005,0.3328666666666666,9.999999747378741e-08,0.8959000000000001,0.8362833333333348,0.22,0.1573190581037597,0.6546964016841157,0.6546964016841157,0.9155483773333327,0.9155483773333327
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6887500000000002,9.999999747378741e-08,1.1874666666666671,0.7353,9.999999747378741e-08,0.6284166666666661,0.9629833333333352,0.6887500000000002,9.999999747378741e-08,1.1874666666666671,0.7353,9.999999747378741e-08,0.6284166666666661,0.9629833333333352,0.22,0.1545025601953125,0.6493614161880603,0.6493614161880603,0.924641710666666,0.924641710666666
2.5135913333015165,5.0,4.640555232023849,4.6154222887433125,5.0,0.0,3.6883385464108542,3.1471579999681834,5.000000099999998,5.740688565357182,6.837388955409979,5.000000099999998,0.6010999999999996,4.54392187974419,0.6335666666666668,9.999999761589606e-08,1.100133333333333,2.221966666666667,9.999999761589606e-08,0.6010999999999996,0.8555833333333354,0.22,0.1509448778981933,4.659707264190157,0.8169665400812617,6.791456672105497,1.1907170439999994
0.0,1.9193468779526088,0.0,0.0,1.9460150763899258,0.0,0.0,0.6768111114501949,1.9193469779526062,1.247566666666667,0.8956499999999984,1.9460151763899232,0.6397333333333338,0.9595000000000016,0.6768111114501949,9.999999739385146e-08,1.247566666666667,0.8956499999999984,9.999999739385146e-08,0.6397333333333338,0.9595000000000016,0.22,0.1518198641750488,1.2577703789541008,0.670931652058416,1.8226171184743996,0.9722374885190418
0.0,0.0,0.0,0.0,-8.864555176224207e-06,0.0,0.0,0.62045,9.999999747378741e-08,0.7937833333333328,0.3305833333333334,-8.76455517875042e-06,0.6550333333333334,0.8707499999999992,0.62045,9.999999747378741e-08,0.7937833333333328,0.3305833333333334,9.999999747378765e-08,0.6550333333333334,0.8707499999999992,0.22,0.1580882182441406,0.5170433423981075,0.5170433582069288,0.7195300937978598,0.7195320439999986
0.0,0.028749583384420456,0.0,0.0,-4.0379963097693835e-11,0.0,-0.12649873281658086,1.4633222218354547,-0.0169336492565468,0.9422500000635782,0.4994499999999999,9.995961751068972e-08,1.7441666663646704,0.6950679322924176,1.4633222218354547,-0.045683232640967256,0.9422500000635782,0.4994499999999999,9.999999747378741e-08,1.7441666663646704,0.8215666651089985,0.22,0.1619393621623535,0.8654455569400622,0.8859306810532643,1.1720111196770222,1.193515932560981
0.0,-1.309612927269388e-07,0.0,-0.08951141126848938,0.0,0.0,0.1870661001159504,1.5896000001589452,0.07403323199952266,1.1209666667620346,3.113838588779194,0.0693667233333319,1.197783332538605,-5.575225994203237e-07,1.5896000001589452,0.07403336296081539,1.1209666667620346,3.2033500000476836,0.0693667233333319,1.197783332538605,-0.18706665763854982,0.22,0.164345968935791,1.1776355921884836,1.1923464533271741,1.5764293569307872,1.5549673541958304
0.0,-5.963562976774028e-13,0.0,0.007133300310276552,0.0,0.0,0.9815136040703433,0.2309444440841678,0.3316000188185766,1.33001666469574,-2.6220179999425497e-08,0.4953666849999995,0.34724999682108537,-3.068699839348099e-06,0.2309444440841678,0.33160001881917295,1.33001666469574,-0.007133326530456552,0.4953666849999995,0.34724999682108537,-0.9815166727701826,0.22,0.1909981533635253,0.5224139107200301,0.522413910720144,0.6017384371899009,0.3842361182262959
-0.0441308247468839,0.0,0.0,0.4043143470182481,0.0,0.58726666692098,0.8969798406016165,0.1802691716927325,0.9854833328247063,0.2699666636149094,-2.234962139358032e-06,1.2157000049999993,0.0,-3.492223089818225e-06,0.2243999964396164,0.9854833328247063,0.2699666636149094,-0.40431658198038745,1.2157000049999993,-0.58726666692098,-0.8969833328247063,0.22,0.202898866493164,0.5379699448267954,0.5469240391453467,0.5833109581083661,0.17753635155369474
