charge_power_0,charge_power_1,charge_power_2,charge_power_3,charge_power_4,charge_power_5,charge_power_6,final_load_0,final_load_1,final_load_2,final_load_3,final_load_4,final_load_5,final_load_6,baseload_0,baseload_1,baseload_2,baseload_3,baseload_4,baseload_5,baseload_6,prices,carbon_intensity,co2_eval,co2_eval_no_batt,price_eval,price_eval_no_batt
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7616833333333333,9.833333084922426e-08,1.780216666666666,0.3822333333333333,9.833333084922426e-08,0.8525833333333337,0.9182333333333336,1.7616833333333333,9.833333084922426e-08,1.780216666666666,0.3822333333333333,9.833333084922426e-08,0.8525833333333337,0.9182333333333336,0.22,0.1707244126403808,0.9722670273421368,0.9722670273421368,1.2528890432666655,1.2528890432666655
1.533366763333328,0.0,0.0,0.0,0.0,0.0,0.0,2.224150096666661,9.999999747378741e-08,1.4057500000000005,0.3328666666666666,9.999999747378741e-08,0.8959000000000001,0.8362833333333348,0.6907833333333331,9.999999747378741e-08,1.4057500000000005,0.3328666666666666,9.999999747378741e-08,0.8959000000000001,0.8362833333333348,0.22,0.1573190581037597,0.8959242166193256,0.6546964016841157,1.2528890652666649,0.9155483773333327
1.4920316426293116,0.0,0.0,0.0,0.0,0.0,0.0,2.180781642629312,9.999999747378741e-08,1.1874666666666671,0.7353,9.999999747378741e-08,0.6284166666666661,0.9629833333333352,0.6887500000000004,9.999999747378741e-08,1.1874666666666671,0.7353,9.999999747378741e-08,0.6284166666666661,0.9629833333333352,0.22,0.1545025601953125,0.8798841248667068,0.6493614161880604,1.2528886720451144,0.9246417106666661
0.2825976413483383,0.0,0.0,0.0,0.0,0.0,0.0,0.916164308015005,9.999999747378741e-08,1.1001333333333332,2.2219666666666673,9.999999747378741e-08,0.6010999999999996,0.8555833333333351,0.6335666666666667,9.999999747378741e-08,1.1001333333333332,2.2219666666666673,9.999999747378741e-08,0.6010999999999996,0.8555833333333351,0.22,0.1509448778981933,0.859623206548904,0.8169665400812616,1.2528885250966337,1.1907170439999992
0.9353765036086691,0.0,0.0,0.34030770892066553,0.0,0.0,0.0,1.6121876150588639,9.999999747378741e-08,1.247566666666667,1.235957708920664,9.999999747378741e-08,0.6397333333333338,0.9595000000000016,0.6768111114501948,9.999999747378741e-08,1.247566666666667,0.8956499999999984,9.999999747378741e-08,0.6397333333333338,0.9595000000000016,0.22,0.1518198641750488,0.8646058559348736,0.670931652058416,1.2528880152754958,0.972237488519042
0.0,0.0,0.0,1.3329229322188176,0.0,0.0,1.0914220373825352,0.62045,9.999999747378741e-08,0.7937833333333328,1.663506265552151,9.999999747378741e-08,0.6550333333333334,1.9621720373825344,0.62045,9.999999747378741e-08,0.7937833333333328,0.33058333333333345,9.999999747378741e-08,0.6550333333333334,0.8707499999999992,0.22,0.1580882182441406,0.900303734860352,0.5170433582069288,1.2528879373122963,0.7195320439999986
-3.370540370584152e-06,0.0456832326409672,0.22419288678018756,0.0,0.0,0.0,0.0,1.463318851295084,-5.551115123125783e-17,1.1664428868437657,0.4994499999999999,9.999999747378741e-08,1.7441666663646704,0.8215666651089983,1.4633222218354547,-0.045683232640967256,0.9422500000635782,0.4994499999999999,9.999999747378741e-08,1.7441666663646704,0.8215666651089983,0.22,0.1619393621623535,0.9222357883166269,0.8859306810532643,1.2528879373147535,1.193515932560981
-1.5601497440549883,0.0,0.0,0.0,0.0,0.0,0.18706649813177445,0.02945025610395699,0.07403336296081536,1.1209666667620346,3.2033500000476836,0.0693667233333319,1.197783332538605,-1.5950677556553217e-07,1.5896000001589452,0.07403336296081536,1.1209666667620346,3.2033500000476836,0.0693667233333319,1.197783332538605,-0.18706665763855002,0.22,0.164345968935791,0.9359421319555308,1.1923464533271741,1.2528890400927235,1.5549673541958304
0.0,0.0,1.3492571741717347,0.0071333172056885375,0.0,0.0,0.9815156924123934,0.2309444440841678,0.331600018819173,2.679273838867475,-9.324768013296847e-09,0.4953666849999995,0.34724999682108537,-9.80357789170938e-07,0.2309444440841678,0.331600018819173,1.33001666469574,-0.007133326530456551,0.4953666849999995,0.34724999682108537,-0.9815166727701826,0.22,0.1909981533635253,0.7801195393994338,0.522413910720144,0.8985754786600554,0.3842361182262959
-0.001982988637096894,0.0,1.7808007499632694,0.40431605119979386,0.0,0.19733054772300496,0.8969817490847475,0.2224170078025196,0.9854833328247063,2.050767413578179,-5.307805935883536e-07,1.2157000049999993,-0.3899361191979751,-1.5837399587326217e-06,0.2243999964396165,0.9854833328247063,0.2699666636149094,-0.40431658198038745,1.2157000049999993,-0.5872666669209801,-0.8969833328247062,0.22,0.202898866493164,0.9078441466163345,0.5469240391453467,0.8985744956071129,0.17753635155369477
0.3467761964789819,0.3706461869409523,0.0,0.6587821416372267,0.0,-0.12331664307797945,0.8912477997887975,-1.5816378799993203e-06,2.273546182871941,0.22456666819254623,-1.0729318650204434e-06,1.5863166700000002,1.901105051160812e-08,-2.1981766975542882e-06,-0.3467777781168619,1.902899995930989,0.22456666819254623,-0.6587832145690917,1.5863166700000002,0.12331666208902996,-0.8912499979654951,0.22,0.212871689040039,0.8694594149609095,0.8168099572092961,0.898573431212401,0.4268635812234457
0.7266118761089484,0.0,0.4961653450945372,0.8819146569001086,0.0,0.6110652163685999,0.46262580664468195,-4.774281676223069e-06,1.926049993896485,-1.300209824695031e-06,-1.8902393769115733e-06,2.075533335,-1.4584360870095736e-06,0.08284248246662207,-0.7266166503906246,1.926049993896485,-0.4961666453043619,-0.8819165471394855,2.075533335,-0.6110666748046869,-0.3797833241780599,0.22,0.2257099151513672,0.921895403324821,0.9031970336363511,0.8985716054031512,0.19932736715743854
1.098718477925665,0.0,0.9138472459245273,0.4573652774126687,1.224438648607465,1.792296453680302,0.0,-9.317484490178884e-06,1.976150006103516,-2.7489892100440727e-06,-1.2954124453123939e-06,1.7214053871995854,-3.5615784876874557e-06,0.3868666646321617,-1.098727795410155,1.976150006103516,-0.9138499949137373,-0.457366572825114,0.49696673859212037,-1.7923000152587898,0.3868666646321617,0.22,0.2346078929833984,0.9582376530671081,0.670974681629871,0.8985691295835386,0.0
0.8707612283990629,0.41910749317486884,0.9206465691926738,0.0,0.0,1.7467962886806492,0.08774158741992588,-5.427077825359561e-06,2.126113037201563,-3.426738315326361e-06,1.4350000020345053,0.3023667416666653,-3.717422866422737e-06,0.22092490803760123,-0.8707666554768883,1.707005544026694,-0.9206499959309892,1.4350000020345053,0.3023667416666653,-1.7468000061035156,0.13318332061767535,0.22,0.2428606982099609,0.9919413745280878,0.8688476529277592,0.8985662658942921,0.008654569183512296
0.9510052981626211,0.0,0.053716425040746085,1.2537761456890553,0.0,2.036264766061382,1.3535648191264236,-1.9679457821997204e-05,0.9417166697184243,-2.385741630916982e-07,0.8385262334270931,0.4880833999999984,-0.020101887381000605,1.8361648328593336,-0.9510249776204431,0.9417166697184243,-0.05371666361490918,-0.4152499122619622,0.4880833999999984,-2.0563666534423826,0.48260001373291006,0.22,0.242239251699707,0.994268861393895,0.46325836516570806,0.89856125273021,0.0
