charge_power_0,charge_power_1,charge_power_2,charge_power_3,charge_power_4,final_load_0,final_load_1,final_load_2,final_load_3,final_load_4,baseload_0,baseload_1,baseload_2,baseload_3,baseload_4,prices,carbon_intensity,co2_eval,co2_eval_no_batt,price_eval,price_eval_no_batt
0.0,0,0.0,0.0,0.0,2.2758,2.18875,1.0096232096354177e-07,2.81915,0.7714333333333336,2.2758,2.18875,1.0096232096354177e-07,2.81915,0.7714333333333336,0.22,0.1707244126403808,1.375207924310019,1.375207924310019,1.7721293555450441,1.7721293555450441
0,0.7818265576009267,0,0.001660615646024377,0,0.8511666666666668,2.152493224267593,1.0185241716698101e-07,1.9298272823126907,0.515883333333333,0.851166666666667,1.3706666666666665,1.0185241699218762e-07,1.9281666666666664,0.5158833333333334,0.22,0.1573190581037597,0.8572898513769445,0.7340323872453569,1.1988615338551942,1.026494355740865
0,0.33548197580967853,0,0,2.1991718651211873,0.8346,1.436731975809679,1.0083516421843797e-07,0.4758166666666668,2.702221865121191,0.8346,1.1012500000000005,1.0083516438802096e-07,0.4758166666666665,0.5030500000000001,0.22,0.1545025601953125,0.84194171045594,0.45033120282323846,1.1988615338551945,0.6412376888504029
0,2.5876094548261825,0,0.48619438623184263,0,0.8381666666666678,3.1308261214928494,1.007080081549816e-07,0.944427719565176,0.5359499999999997,0.838166666666668,0.5432166666666668,1.0070800781250013e-07,0.4582333333333334,0.5359500000000001,0.22,0.1509448778981933,0.8225545811118774,0.3585796356403763,1.1988615338551945,0.5226246888224287
0,2.469470506834601,0,2.7755575615628914e-16,0,1.4784333333333297,3.012303840167934,1.0159810415188986e-07,0.44601666666666695,0.5126166666666663,1.47843333333333,0.5428333333333334,1.0159810384114597e-07,0.4460166666666667,0.5126166666666666,0.22,0.1518198641750488,0.8273227056117557,0.45240802867983776,1.1988615338551945,0.6555780223515821
0,0,0,0,0,1.2562000000000002,1.5124333333333329,9.94364421913474e-08,0.4658833333333332,0.3032166666666668,1.2562,1.5124333333333329,9.943644205729169e-08,0.4658833333333335,0.3032166666666665,0.22,0.1580882182441406,0.5592739750093009,0.559273975009301,0.7783013552093505,0.7783013552093506
0,-5.551115123125783e-17,0.0,0,0,1.8115000000000032,0.32625000000000004,-0.02728322911660097,0.6371333335876468,0.37858333333333327,1.8115000000000032,0.3262500000000001,-0.0272832291165987,0.6371333335876465,0.3785833333333335,0.22,0.1619393621623535,0.5106703806414268,0.5106703806414269,0.6877603563169641,0.6877603563169645
0,0.8505500367164589,0.1366998993615309,0,1.450506381672767e-13,0.3627333333333347,1.4111667033831263,0.0,0.6989499994595842,0.27475000000014504,0.3627333333333349,0.560616666666667,-0.1366998993615309,0.6989499994595847,0.27475,0.22,0.164345968935791,0.4515569901933904,0.3117725202808276,0.6044720079587619,0.38727702202157227
0.0,0.0,0,-0.0,0.0700833333333337,-0.4899166666666055,1.1194833333333332,-0.034533298619588315,2.1525666681289684,0.0,-0.489916666666665,1.1194833333333332,-0.0345332986195883,2.1525666681289675,-0.0700833333333337,0.22,0.1909981533635253,0.6249555079924198,0.6249555079924196,0.6044720079587437,0.589053674625397
0.036993072521674275,0.0,0.0,-2.220446049250313e-16,0.2544833333333332,-1.147873594144993,0.7503000000000002,-0.87013323771159,1.6890166697184243,0.0,-1.1848666666666672,0.7503000000000002,-0.8701332377115886,1.6890166697184243,-0.2544833333333332,0.22,0.202898866493164,0.49493458730374806,0.49493458730374806,0.09268816432960515,0.02856335504150381
0.7672697018463968,0.0,0.814356771528751,0,0.1732499999999994,-1.042513631486936,1.2675833333333326,-0.25842653421160544,0.4546666702270505,0.0,-1.8097833333333329,1.267583333333333,-1.0727833057403564,0.4546666702270505,-0.1732499999999994,0.22,0.212871689040039,0.3666182672071119,0.366618267207112,0.09268816432960514,0
1.9829178153998461,-0.0,1.0192305784098548,-0.3017333282470709,0.5253500000000009,-0.222948851266821,1.0052833333333346,-0.45393608825681203,0.0,0.0,-2.205866666666667,1.005283333333335,-1.4731666666666667,0.3017333282470709,-0.5253500000000009,0.22,0.2257099151513672,0.22690241586975055,0.29500661978673665,0.07224764663813436,0
1.7192905106206908,-0.09608974588811958,0.0,-0.1031833384195959,1.5938,-0.5555761560459767,1.1144269207785469,-0.39561666666666895,0.0,0.0,-2.2748666666666675,1.2105166666666665,-0.3956166666666667,0.1031833384195959,-1.5938,0.22,0.2346078929833984,0.2614533517678315,0.3082043902055678,0.03591150157449828,0
1.363334098065901,-1.0,-0.2287000000000043,0.6955166534423861,1.810483333333333,-0.20941590193409937,0.37264999999999837,0.0,0.0,0.0,-1.5727500000000003,1.3726499999999997,0.2286999999999994,-0.6955166534423829,-1.8104833333333328,0.22,0.2428606982099609,0.09050203918794153,0.3889049790785206,0.03591150157449778,0
0.8568666666666698,-0.0,0.5995455779764891,2.622771854439996,0.1521166666666666,0.0,0.9246166666666666,-0.6970210886901775,-0.06436147991059012,0.0,-0.8568666666666698,0.9246166666666666,-1.2965666666666666,-2.687133334350586,-0.1521166666666666,0.22,0.242239251699707,0.22397844944241074,0.22397844944241074,0.03591150157449778,0
0.0,-1.1102230246251565e-16,1.413883333333333,1.7812166854859044,0.1090499999999998,-0.5951166666666712,0.9353333333333332,0.0,-0.1916333333332669,0.0,-0.5951166666666698,0.9353333333333332,-1.413883333333333,-1.972850018819173,-0.1090499999999998,0.22,0.242680302368164,0.22698697614835606,0.22698697614835606,0.03268833333334693,0
0.29826666666667,0,1.7435500000000002,1.870000005086228,0.13714999999984664,0.0,0.2040166666666665,0.0,-0.2040166666667016,-1.5346057757881226e-13,-0.29826666666667,0.2040166666666665,-1.7435500000000002,-2.0740166717529296,-0.13715,0.54,0.2452496696010742,0.05003502009311245,0.05003502009311245,0,0
0.0,0.5724499374389644,1.5732165710449215,0.0554333333333332,0.0,0.05970000000000031,0.0,-0.08341666666666735,0.0,0.023716666666667052,0.0596999999999999,-0.5724499374389644,-1.6566332377115889,-0.0554333333333332,0.0237166666666668,0.54,0.2461469423500976,0.02053275744103748,0.020532757441037316,7.494005416219807e-18,0
-1.0,0.6787332465966543,-0.48880011647539556,-0.1604166692097987,-1.0,0.05485000000000162,0.0,-1.3685333333333056,0.0,1.3136833333333302,1.0548500000000032,-0.6787332465966543,-0.8797332168579101,0.1604166692097987,2.313683333333333,0.54,0.2427593985805664,0.33222432893745746,0.8566857802382597,1.4148682225822996e-14,1.0640611111078282
-0.9318095909139275,0.0694166061401367,-0.9868405086019898,-0.1499166740644834,-1.0,0.07517374241940944,0.0,-1.0324404090860748,0.0,0.9572666666666654,1.006983333333337,-0.0694166061401367,-0.045599900484085,0.1499166740644834,1.9572666666666667,0.54,0.2415094735551758,0.24934413967546826,0.752100754016387,0,1.6195410904177434
-3.6039833333333307,-0.358333386739095,-0.5579334595181743,-1.0,-1.4988833333333338,0.0,0.0,-0.5579333583333292,0.5579333583333292,0.0,3.60398333333333,0.358333386739095,1.0118484497070324e-07,1.5579333583333332,1.4988833333333338,0.54,0.2435890921015625,0.1359064802095914,1.7097843597527929,0,3.7903320969789265
-0.2948630757527386,-1.0,-0.0356759165134582,-2.832316666666666,-2.3317726666666343,4.713636924247261,0.5844999999999976,-0.035675816186920124,0.0,0.27514400000003303,5.0085,1.5844999999999996,1.0032653808593765e-07,2.832316666666666,2.606916666666667,0.22,0.2407391921699218,1.341707147439328,2.896630156819201,1.2182731237732818,2.6470913554051716
0,-2.561233333333333,0,-0.27627832535462304,-0.0,3.896216666666672,0.0,1.0008165673980329e-07,0.3624883413120439,1.2788999999999997,3.89621666666667,2.561233333333333,1.0008165639495328e-07,0.6387666666666669,1.2788999999999997,0.22,0.229270379796875,1.2696088262901166,1.9201662019555645,1.218273123773282,1.842525688684632
0,-0.5523784269164973,-0.0,-0.72651656652388,0,3.557083333333332,0.8818215730835037,9.983408380952456e-08,1.0014278642392681e-07,1.0987000000000005,3.55708333333333,1.434200000000001,1.015007495880128e-07,0.7265166666666663,1.0987000000000002,0.22,0.2152947268957519,1.1922171790375542,1.4675565277374685,1.2182731234066155,1.4996300223301644
0,-1.358710853011074,-1.6719980441580875,-0.6852110981805473,0,1.4113333333333302,2.7733641469889263,-1.6719979407480026,1.9639139018194496,1.0609916666666663,1.41133333333333,4.132075,1.0341008504231781e-07,2.649125,1.0609916666666663,0.22,0.1915788613100585,1.3812075425882342,1.7727798024153447,1.2182731237732816,2.035775522750218
0,0.01735742503262694,-9.99112923940024e-08,0,0.44047559441855755,0.9794166666666664,2.918274091699292,0.0,0.47031666666666627,0.7467755944185573,0.979416666666666,2.900916666666665,9.99112923940024e-08,0.4703166666666666,0.3062999999999998,0.22,0.1727136117854004,0.8833926487880495,0.8043186716600601,1.1252522642792602,1.024529021980484
0,0,0,0.9515339277518813,-0.0,0.9009749999999999,2.259783333333333,0.0,1.3909839277518814,0.5456833333333329,0.900975,2.259783333333333,9.99271869659425e-08,0.4394500000000002,0.5456833333333332,0.22,0.1668172895336914,0.8503387212605678,0.6916064272032342,1.1214336307720805,0.9120961886506477
0,0.5741328790290492,0,1.4027596304139844,0,0.9224333333333332,2.0221995456957167,-2.4835782048455723e-07,1.852809630413984,0.2999833333333335,0.922433333333333,1.4480666666666675,9.971062342325861e-08,0.4500499999999997,0.2999833333333335,0.22,0.1635285398957519,0.833574605296092,0.5102962760015562,1.1214336307720802,0.6865173552696706
0.0,0,0,1.0494094270966616,0.710411521260756,0.9104833333333335,1.1343666666666667,0.0,1.8682927604299948,1.0440781879274228,0.910483333333334,1.1343666666666672,9.9929173787435e-08,0.8188833333333332,0.3336666666666667,0.22,0.1625312271875,0.8057032041761136,0.5196773620509239,1.090588608638632,0.7034280219844186
0,-0.0,0,0.07498198236428344,0.2031845847348106,1.0103,0.35226666666666695,9.969472891668829e-08,1.1974819823642835,0.5427845847348104,1.0103,0.3522666666666667,9.969472885131848e-08,1.1225,0.3395999999999998,0.22,0.1673587400671387,0.5192862773262675,0.4727326711277619,0.6826233333613078,0.621426688599507
0.0,0,0.027316572334369,0,0.0,1.2412999999999972,0.32640000000000047,0.0,1.3549833334604884,0.18014999999999937,1.2412999999999967,0.3264000000000002,-0.027316572334369,1.3549833334604906,0.1801499999999997,0.22,0.1707614967763671,0.529844464269317,0.5298444642693173,0.6826233333613068,0.6766136874477461
0,0,0.14328324882586774,0,0.18013333333333303,0.7537833333333381,1.6243166666666653,0.0,0.3052833335240681,0.0,0.7537833333333379,1.6243166666666655,-0.143283248825868,0.3052833335240681,-0.1801333333333331,0.22,0.183889502395996,0.49344602593945047,0.49344602593945047,0.5903443333752958,0.5191926853002715
0,0,0.1086332862854003,0,0.6600333333333278,0.1457666666666695,0.22666666666666657,0.0,0.5452500001907348,0.0,0.1457666666666699,0.2266666666666666,-0.1086332862854003,0.5452500001907348,-0.6600333333333334,0.22,0.1978049264521484,0.18152228429409117,0.18152228429409129,0.20189033337529558,0.03278367705917429
0.0,-0.49093333339691614,-0.18464999999999954,0,0.9652333333333334,-0.7048833333333366,1.0925999999364286,0.0,0.5299666669209788,0.0,-0.7048833333333382,1.5835333333333343,0.1846499999999998,0.5299666669209793,-0.9652333333333334,0.22,0.2108287670388183,0.34208372981183227,0.4845161310238769,0.20189033337529558,0.1381673333892812
1.0132833323162178,0,0.6579499966939294,0.0,0.8354333333333328,-0.695183334350463,0.5572499999999998,0.0,0.25181666768391864,0.0,-1.708466666666665,0.5572500000000002,-0.6579499966939294,0.2518166676839188,-0.8354333333333328,0.22,0.2233762446647949,0.18072627391069326,0.1807262739106934,0.025054333333360202,0
0.758283337911106,0,1.5727832907358796,0,0.9511666666666637,-1.3688666620889025,1.4085333333333345,0.0,0.07421666208902966,0.0,-2.12715,1.408533333333334,-1.5727832907358796,0.0742166620890296,-0.9511666666666668,0.22,0.2393086775073242,0.354834940478517,0.3548349404785169,0.02505433333336157,0
2.358449999999999,0.40319999745696444,1.6507499908447267,0.0,0.8247166666666663,0.0,0.00011667124439873611,0.0,0.11376666208902897,0.0,-2.358449999999999,-0.4030833262125657,-1.6507499908447267,0.1137666620890294,-0.8247166666666663,0.22,0.2447691677241211,0.027875128717671758,0.02784657119428305,0.025054333333354096,0
1.7837331645573689,1.1492833137512202,0.5693166666666665,0,0.7579833333333301,-0.005983502109295104,0.0,0.0,0.1198666707356768,1.6470695452137918e-07,-1.7897166666666622,-1.1492833137512202,-0.5693166666666665,0.1198666707356768,-0.7579833333333339,0.22,0.2435676361811523,0.029195681765276878,0.029195641647993303,0.02505433333333397,0
0.21852575894432769,1.2542999468485505,-0.941409092277651,0.6026333394368493,0.4961666666666662,-1.0625575743890103,0.0,1.1764409077223466,0.0,0.0,-1.281083333333338,-1.2542999468485505,2.117849999999998,-0.6026333394368493,-0.4961666666666662,0.22,0.2433008352714843,0.2862290554963901,0.5152746739797125,0.02505433333333397,0
0.8926627733521468,-0.5512461112629872,-0.5488000000000053,1.2608166615804035,0,-0.5303038933145212,0.3262538933146493,0.0,0.0,0.3179333333333334,-1.422966666666668,0.8775000045776364,0.5488000000000013,-1.2608166615804035,0.3179333333333332,0.22,0.2491606824584961,0.16050612902265726,0.4345943688407582,0.025054333333361534,0
0.0,-0.46360000000001195,-0.5935999999998693,0.4782666661580395,-0.0,-0.9163333333333332,0.0,1.27675647831893e-13,0.0,1.030216666666667,-0.916333333333332,0.4635999999999995,0.5936000000000012,-0.4782666661580397,1.0302166666666668,0.54,0.2508627875458984,0.25844302477627573,0.5236551637697677,0.06149700000006919,0.3741210002746597
-1.0,0.0,-0.8473500000000005,-0.0264166534423826,-1.0,0.9685666666666684,-0.6760333028157559,0.0,0.0,1.1802999999999984,1.96856666666667,-0.6760333028157557,0.8473500000000003,0.0264166534423826,2.1803,0.54,0.2472610998481445,0.5313311354270162,1.241901838864102,0.7953300164794919,2.3471640093383805
-0.16613119999999837,2.220446049250313e-16,-2.540033335113526,-0.0098666690826414,-1.0,1.9568021333333385,-0.5531666325887041,0.0,0.0,1.5640333333333323,2.1229333333333367,-0.5531666325887044,2.5400333351135256,0.0098666690826414,2.5640333333333336,0.54,0.2365138431572265,0.8327263273456014,1.711619148742213,1.602541170402102,3.6091980206680323
-1.5910524651391156,-1.3147667096455893,0.0,-0.09415004622383073,-1.3584091157489697,3.6453475348608877,0.0,-0.0427498996575677,0.0,0.05545755091769656,5.236400000000003,1.3147667096455893,-0.0427498996575673,0.0941500462238305,1.4138666666666664,0.54,0.2257806089484863,0.8355700258667439,1.8196073407677444,1.975349800505349,4.328874102354402
